Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME
1,7.19,7.19,2,7.40,7.40,4,8.17,8.17,3,8.16,8.16
1,9.63,16.82,2,9.66,17.06,4,9.97,18.14,3,9.78,17.94
1,9.17,25.99,2,9.02,26.08,4,9.62,27.76,3,9.34,27.28
1,9.07,35.06,2,9.13,35.21,4,10.49,38.25,3,9.37,36.65
1,9.53,44.585,2,9.70,44.907,0,,DQ,3,9.83,46.477
