Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,Andrey SMETANIN POSITION,Andrey SMETANIN LAP TIME,Andrey SMETANIN ELAPSED TIME
1,6.940,6.940,3,7.175,7.175,2,6.969,6.969,4,7.628,7.628
2,9.466,16.406,3,9.295,16.469,1,9.394,16.363,4,9.899,17.527
2,9.031,25.436,3,9.078,25.547,1,8.963,25.325,4,9.541,27.067
3,9.090,34.525,1,8.791,34.338,2,9.029,34.354,4,9.746,36.813
2,9.27,43.791,3,9.86,44.189,1,9.21,43.561,4,10.01,46.817
