Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Mara ZINI POSITION,Mara ZINI LAP TIME,Mara ZINI ELAPSED TIME
1,7.380,7.380,4,7.850,7.850,2,7.454,7.454,3,7.568,7.568
3,10.029,17.408,1,9.163,17.013,2,9.724,17.177,4,9.953,17.520
3,9.490,26.897,1,9.507,26.520,2,9.395,26.572,4,9.435,26.955
2,9.377,36.274,4,9.919,36.438,1,9.690,36.261,3,9.455,36.410
3,9.91,46.183,1,9.60,46.032,2,9.80,46.055,4,9.83,46.239
