SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,HAN Yueshuang POSITION,HAN Yueshuang LAP TIME,HAN Yueshuang ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME
3,14.08,14.08,1,13.81,13.81,4,14.21,14.21,2,14.04,14.04
3,11.03,25.12,2,11.23,25.05,4,11.17,25.38,1,10.73,24.77
3,10.43,35.55,1,10.31,35.36,4,10.17,35.56,2,10.61,35.38
3,9.86,45.42,1,9.67,45.04,4,9.97,45.53,2,9.92,45.30
3,9.73,55.15,1,9.88,54.92,4,9.73,55.27,2,9.66,54.96
3,9.76,1:04.91,1,9.71,1:04.63,4,9.85,1:05.13,2,9.84,1:04.81
3,9.72,1:14.64,2,9.86,1:14.50,4,10.17,1:15.30,1,9.65,1:14.47
3,9.57,1:24.22,1,9.57,1:24.07,4,10.92,1:26.23,2,9.63,1:24.11
2,9.46,1:33.677,1,9.51,1:33.580,4,11.79,1:38.019,3,10.06,1:34.161
