MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME,Assel TAISHMANOVA POSITION,Assel TAISHMANOVA LAP TIME,Assel TAISHMANOVA ELAPSED TIME,KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME
1,7.20,7.20,2,7.58,7.58,5,8.23,8.23,4,8.06,8.06,3,7.65,7.65
1,9.26,16.46,2,9.55,17.13,5,10.00,18.23,4,9.62,17.68,3,9.61,17.26
1,8.86,25.32,2,8.97,26.10,5,9.22,27.45,4,8.79,26.47,3,8.90,26.16
1,9.03,34.35,3,9.18,35.28,5,9.37,36.82,4,8.88,35.35,2,9.11,35.27
1,9.41,43.76,4,9.62,44.90,5,9.71,46.53,3,9.36,44.71,2,9.29,44.56
