Kaloyan ANGELOV POSITION,Kaloyan ANGELOV LAP TIME,Kaloyan ANGELOV ELAPSED TIME,Stribor SUMAN POSITION,Stribor SUMAN LAP TIME,Stribor SUMAN ELAPSED TIME,CHU Sidney K POSITION,CHU Sidney K LAP TIME,CHU Sidney K ELAPSED TIME,Jing Feng XU POSITION,Jing Feng XU LAP TIME,Jing Feng XU ELAPSED TIME,CHAN Ho Tung POSITION,CHAN Ho Tung LAP TIME,CHAN Ho Tung ELAPSED TIME
1,7.39,7.39,3,7.73,7.73,4,8.05,8.05,2,7.53,7.53,5,8.31,8.31
1,9.82,17.21,2,9.95,17.68,2,9.63,17.68,5,17.64,25.17,4,10.04,18.35
1,9.48,26.69,3,9.31,26.99,2,9.05,26.73,5,16.49,41.66,4,9.80,28.15
1,9.53,36.22,2,9.37,36.36,3,9.81,36.54,5,11.38,53.04,4,9.85,38.00
1,9.94,46.167,2,9.82,46.181,3,9.82,46.360,5,10.98,1:04.027,4,10.06,48.066
