Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,Evelina RODIGARI POSITION,Evelina RODIGARI LAP TIME,Evelina RODIGARI ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME,Yulyia YELSAKOVA POSITION,Yulyia YELSAKOVA LAP TIME,Yulyia YELSAKOVA ELAPSED TIME
1,14.452,14.452,3,14.707,14.707,2,14.543,14.543,4,15.012,15.012
1,10.766,25.218,3,10.851,25.557,2,10.799,25.341,4,10.683,25.695
1,10.425,35.643,3,10.361,35.918,2,10.381,35.722,4,10.477,36.172
2,10.491,46.133,3,10.466,46.383,1,10.249,45.970,4,10.379,46.550
1,10.419,56.552,3,10.420,56.802,2,10.718,56.687,4,10.447,56.997
1,10.488,1:07.040,3,10.395,1:07.197,2,10.489,1:07.175,4,10.520,1:07.516
2,10.510,1:17.549,3,10.501,1:17.697,1,10.355,1:17.530,4,10.540,1:18.056
2,10.171,1:27.720,3,10.142,1:27.839,1,9.853,1:27.382,4,10.466,1:28.521
2,10.32,1:38.039,3,10.35,1:38.186,1,10.30,1:37.675,4,11.05,1:39.566
