Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME
1,6.59,6.59,3,6.89,6.89,2,6.74,6.74,4,7.03,7.03
1,8.83,15.42,3,8.68,15.57,2,8.74,15.48,4,8.68,15.71
1,8.54,23.96,2,8.47,24.04,3,8.65,24.13,4,8.51,24.22
1,8.51,32.47,2,8.43,32.47,3,8.49,32.62,4,8.52,32.74
1,8.72,41.183,2,8.83,41.291,4,8.92,41.538,3,8.59,41.327
