Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
1,7.35,7.35,3,7.61,7.61,4,7.98,7.98,2,7.52,7.52
2,9.93,17.28,3,9.97,17.58,4,9.91,17.89,1,9.71,17.23
1,9.15,26.43,3,9.21,26.79,4,9.22,27.11,2,9.25,26.48
2,9.31,35.74,3,9.31,36.10,4,9.11,36.22,1,9.21,35.69
2,9.79,45.528,3,9.77,45.861,4,9.67,45.887,1,9.73,45.416
