CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME
1,7.41,7.41,2,7.43,7.43,3,7.78,7.78,4,7.92,7.92
1,9.14,16.55,2,9.29,16.72,3,9.56,17.34,4,9.55,17.47
1,8.87,25.42,2,8.79,25.51,3,9.06,26.40,4,8.95,26.42
1,8.94,34.36,2,8.94,34.45,3,9.03,35.43,4,9.13,35.55
1,9.14,43.507,2,9.14,43.592,3,9.61,45.042,4,9.50,45.055
