Takehiro KODERA POSITION,Takehiro KODERA LAP TIME,Takehiro KODERA ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Thomas BAUER POSITION,Thomas BAUER LAP TIME,Thomas BAUER ELAPSED TIME
2,6.839,6.839,4,6.977,6.977,3,6.954,6.954,1,6.724,6.724
1,9.149,15.988,4,9.764,16.740,2,9.163,16.117,3,9.523,16.247
2,9.070,25.057,4,8.944,25.684,3,9.031,25.148,1,8.804,25.051
2,8.999,34.056,4,9.172,34.855,1,8.714,33.861,3,9.009,34.060
2,9.30,43.349,4,20.14,54.988,1,9.38,43.236,3,9.43,43.482
