Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME
1,6.93,6.93,2,7.00,7.00,2,7.00,7.00,4,7.10,7.10,5,7.36,
1,8.95,15.88,5,9.28,16.28,4,9.19,16.19,2,8.90,16.00,3,8.75,
1,8.41,24.29,5,8.44,24.72,4,8.39,24.58,2,8.36,24.36,3,8.28,
1,8.38,32.67,4,8.33,33.05,3,8.37,32.95,2,8.40,32.76,5,20.25,
1,8.48,41.140,4,8.43,41.460,3,8.40,41.333,2,8.45,41.191,5,10.96,
