Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Matthew MAK POSITION,Matthew MAK LAP TIME,Matthew MAK ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME
1,6.78,6.78,5,7.87,7.87,4,7.44,7.44,3,7.00,7.00,2,6.90,6.90
4,10.50,17.28,5,10.13,18.00,3,9.18,16.62,2,9.15,16.15,1,9.17,16.07
4,9.17,26.45,5,9.74,27.74,3,8.71,25.33,2,8.73,24.88,1,8.67,24.74
4,8.89,35.34,5,10.09,37.83,3,8.83,34.16,2,8.61,33.49,1,8.55,33.29
4,9.10,44.440,5,10.50,48.329,3,9.10,43.260,2,8.95,42.431,1,8.79,42.075
