Shuta MATSUZU POSITION,Shuta MATSUZU LAP TIME,Shuta MATSUZU ELAPSED TIME,de ROSE Ethan POSITION,de ROSE Ethan LAP TIME,de ROSE Ethan ELAPSED TIME,Stribor SUMAN POSITION,Stribor SUMAN LAP TIME,Stribor SUMAN ELAPSED TIME,IVLIEV Konstantin POSITION,IVLIEV Konstantin LAP TIME,IVLIEV Konstantin ELAPSED TIME,SIGHEL Pietro POSITION,SIGHEL Pietro LAP TIME,SIGHEL Pietro ELAPSED TIME
1,13.82,,4,14.14,14.14,5,14.28,14.28,2,13.93,13.93,3,14.04,14.04
2,10.89,,1,10.52,24.66,5,10.80,25.08,3,10.86,24.79,4,10.89,24.93
2,10.25,,1,10.19,34.85,5,10.14,35.22,3,10.27,35.06,4,10.18,35.11
3,10.69,,2,10.75,45.60,5,10.69,45.91,1,10.43,45.49,4,10.55,45.66
2,10.06,,4,10.24,55.84,5,10.29,56.20,1,10.13,55.62,3,10.17,55.83
2,9.23,,4,9.34,1:05.18,5,9.52,1:05.72,1,9.21,1:04.83,3,9.22,1:05.05
3,8.85,,4,8.83,1:14.01,5,9.46,1:15.18,1,8.76,1:13.59,2,8.60,1:13.65
3,8.72,,4,8.85,1:22.86,5,9.86,1:25.04,1,8.73,1:22.32,2,8.76,1:22.41
2,8.99,,4,9.37,1:32.23,5,10.35,1:35.39,1,8.96,1:31.28,3,9.12,1:31.53
