LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,Milos VIGAS POSITION,Milos VIGAS LAP TIME,Milos VIGAS ELAPSED TIME
2,13.32,13.32,1,13.17,13.17,3,13.47,13.47,4,13.62,13.62
2,10.23,23.55,1,10.28,23.45,3,10.21,23.68,4,10.20,23.82
2,10.07,33.62,1,10.07,33.52,3,10.08,33.76,4,10.13,33.95
2,9.81,43.43,1,9.83,43.35,3,9.79,43.55,4,9.70,43.65
1,9.58,53.01,2,9.77,53.12,3,9.73,53.28,4,9.75,53.40
1,9.81,1:02.82,2,9.83,1:02.95,3,9.77,1:03.05,4,9.81,1:03.21
1,9.49,1:12.31,2,9.54,1:12.49,3,9.51,1:12.56,4,9.50,1:12.71
1,9.32,1:21.63,3,9.38,1:21.87,2,9.09,1:21.65,4,9.32,1:22.03
1,9.22,1:30.845,3,9.54,1:31.410,2,9.35,1:30.999,4,9.44,1:31.464
