Vera TRYBUL POSITION,Vera TRYBUL LAP TIME,Vera TRYBUL ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME
3,15.53,15.53,2,15.32,15.32,4,15.63,15.63,1,15.19,15.19,5,15.75,15.75
4,12.53,28.06,3,12.64,27.96,2,12.28,27.91,1,12.68,27.87,5,12.39,28.14
4,11.13,39.19,2,11.01,38.97,1,11.03,38.94,3,11.16,39.03,5,11.15,39.29
4,10.39,49.58,1,10.35,49.32,1,10.38,49.32,3,10.43,49.46,5,10.39,49.68
4,9.75,59.33,3,9.84,59.16,1,9.65,58.97,2,9.59,59.05,5,9.75,59.43
4,9.65,1:08.98,3,9.71,1:08.87,1,9.66,1:08.63,2,9.69,1:08.74,5,9.68,1:09.11
4,9.38,1:18.36,3,9.31,1:18.18,1,9.17,1:17.80,2,9.22,1:17.96,5,9.68,1:18.79
4,9.43,1:27.79,3,9.30,1:27.48,1,9.15,1:26.95,2,9.36,1:27.32,5,10.00,1:28.79
4,9.84,1:37.63,2,9.44,1:36.92,1,9.62,1:36.57,3,9.65,1:36.97,5,10.59,1:39.38
