van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Yulia KICHAPOVA POSITION,Yulia KICHAPOVA LAP TIME,Yulia KICHAPOVA ELAPSED TIME,Elisa LENKE POSITION,Elisa LENKE LAP TIME,Elisa LENKE ELAPSED TIME
1,7.48,7.48,2,7.77,7.77,3,8.05,8.05
1,9.90,17.38,2,9.72,17.49,3,9.81,17.86
1,9.44,26.82,2,9.42,26.91,3,9.49,27.35
1,9.54,36.36,2,9.58,36.49,3,9.58,36.93
1,9.78,46.132,2,9.85,46.338,3,9.92,46.843
