START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
1,12.33,12.33,2,12.40,12.40,3,12.52,12.52,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
1,9.84,22.17,2,9.86,22.26,3,9.84,22.36,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
1,9.62,31.79,2,9.61,31.87,3,9.64,32.00,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
1,9.57,41.36,2,9.63,41.50,3,9.59,41.59,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
1,9.43,50.79,2,9.37,50.87,3,9.40,50.99,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
1,9.26,1:00.05,2,9.28,1:00.15,3,9.31,1:00.30,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
1,9.44,1:09.49,2,9.46,1:09.61,3,9.40,1:09.70,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
1,9.60,1:19.09,2,9.59,1:19.20,3,9.52,1:19.22,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
1,9.39,1:28.48,2,9.37,1:28.57,3,9.47,1:28.69,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
1,9.34,1:37.82,2,9.37,1:37.94,3,9.33,1:38.02,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
1,9.11,1:46.93,2,9.09,1:47.03,3,9.11,1:47.13,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
1,9.08,1:56.01,2,9.09,1:56.12,3,9.10,1:56.23,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
1,9.21,2:05.22,2,9.19,2:05.31,3,9.18,2:05.41,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
1,9.28,2:14.50,2,9.28,2:14.59,3,9.24,2:14.65,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
1,9.17,2:23.67,2,9.15,2:23.74,3,9.22,2:23.87,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
1,9.11,2:32.78,2,9.11,2:32.85,3,9.07,2:32.94,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
2,9.13,2:41.91,1,8.95,2:41.80,3,9.06,2:42.00,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
2,8.94,2:50.85,1,8.97,2:50.77,3,8.96,2:50.96,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
2,9.17,3:00.02,1,9.14,2:59.91,3,9.14,3:00.10,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
2,9.13,3:09.15,1,9.16,3:09.07,3,9.16,3:09.26,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
2,9.46,3:18.61,1,9.45,3:18.52,3,9.43,3:18.69,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
3,9.53,3:28.14,1,9.36,3:27.88,2,9.30,3:27.99,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
3,9.15,3:37.29,1,9.09,3:36.97,2,9.14,3:37.13,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
3,8.90,3:46.19,1,9.07,3:46.04,2,8.99,3:46.12,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
3,9.15,3:55.34,1,9.01,3:55.05,2,9.04,3:55.16,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
3,9.04,4:04.38,1,9.07,4:04.12,2,9.06,4:04.22,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
3,9.26,4:13.64,1,9.32,4:13.44,2,9.28,4:13.50,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
2,9.48,4:23.12,1,9.61,4:23.05,3,9.70,4:23.20,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
2,9.27,4:32.39,1,9.27,4:32.32,3,9.29,4:32.49,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Heats,5
