Ryan McANUFF POSITION,Ryan McANUFF LAP TIME,Ryan McANUFF ELAPSED TIME,David CAKO POSITION,David CAKO LAP TIME,David CAKO ELAPSED TIME,Bartosz BIELECKI POSITION,Bartosz BIELECKI LAP TIME,Bartosz BIELECKI ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME
1,7.04,7.04,3,7.32,7.32,2,7.18,7.18,4,7.48,7.48
1,9.17,16.21,3,9.15,16.47,2,9.17,16.35,4,9.05,16.53
1,8.73,24.94,3,8.68,25.15,2,8.70,25.05,4,8.67,25.20
1,8.79,33.73,3,8.86,34.01,2,8.86,33.91,4,8.96,34.16
1,8.99,42.709,3,9.12,43.108,2,9.00,42.895,4,9.04,43.184
