Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Katherine RALSTON POSITION,Katherine RALSTON LAP TIME,Katherine RALSTON ELAPSED TIME,Patrycja MARKIEWICZ POSITION,Patrycja MARKIEWICZ LAP TIME,Patrycja MARKIEWICZ ELAPSED TIME,April SHIN POSITION,April SHIN LAP TIME,April SHIN ELAPSED TIME
1,7.57,7.57,2,7.74,7.74,3,7.88,7.88,4,8.16,8.16
1,9.75,17.32,2,9.79,17.53,3,9.75,17.63,4,9.74,17.90
1,9.26,26.58,2,9.33,26.86,3,9.33,26.96,4,9.17,27.07
1,9.32,35.90,2,9.45,36.31,3,9.40,36.36,4,9.41,36.48
1,9.52,45.400,3,9.75,46.044,2,9.54,45.880,4,9.63,46.093
