Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,YANG Jin POSITION,YANG Jin LAP TIME,YANG Jin ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
2,6.83,6.83,4,8.25,8.25,1,6.70,6.70,3,7.13,7.13
3,9.11,15.94,1,7.51,15.76,2,9.12,15.82,4,8.98,16.11
1,8.53,24.48,3,9.00,24.77,2,8.85,24.68,4,8.92,25.03
2,8.60,33.08,1,8.23,33.01,4,26.77,51.45,3,9.06,34.09
1,8.97,42.042,2,9.26,42.265,4,16.22,1:07.664,3,9.58,43.665
