LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Ilze URTANE POSITION,Ilze URTANE LAP TIME,Ilze URTANE ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
2,14.31,14.31,3,14.40,14.40,4,14.55,14.55,5,14.70,14.70,1,14.25,14.25
2,12.09,26.40,3,12.08,26.48,4,12.02,26.57,5,11.90,26.60,1,12.04,26.29
1,12.05,38.45,4,12.09,38.57,3,12.00,38.57,5,12.22,38.82,2,12.20,38.49
1,10.93,49.38,2,10.92,49.49,4,11.14,49.71,5,10.98,49.80,3,11.12,49.61
1,10.73,1:00.11,2,10.74,1:00.23,4,10.74,1:00.45,5,10.77,1:00.57,3,10.74,1:00.35
1,10.58,1:10.69,2,10.58,1:10.81,3,10.53,1:10.98,5,10.59,1:11.16,4,10.72,1:11.07
1,10.30,1:20.99,2,10.29,1:21.10,3,10.27,1:21.25,5,10.46,1:21.62,4,10.37,1:21.44
1,9.82,1:30.81,2,9.85,1:30.95,3,9.88,1:31.13,5,10.19,1:31.81,4,10.23,1:31.67
1,9.83,1:40.639,2,9.79,1:40.740,3,9.97,1:41.098,5,10.62,1:42.427,4,10.61,1:42.272
