ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME
2,13.93,13.93,3,14.02,14.02,1,13.78,13.78,4,14.14,14.14
3,10.97,24.90,4,10.99,25.01,1,10.86,24.64,2,10.61,24.75
3,10.61,35.51,4,10.67,35.68,2,10.66,35.30,1,10.55,35.30
3,10.40,45.91,4,10.36,46.04,1,10.44,45.74,2,10.47,45.77
1,10.19,56.10,4,10.38,56.42,2,10.36,56.10,3,10.46,56.23
1,9.49,1:05.59,4,9.89,1:06.31,2,9.82,1:05.92,3,9.91,1:06.14
1,9.85,1:15.44,4,9.82,1:16.13,2,9.77,1:15.69,3,9.99,1:16.13
1,10.26,1:25.70,3,9.94,1:26.07,2,10.21,1:25.90,4,10.58,1:26.71
1,9.92,1:35.612,3,10.14,1:36.208,2,9.99,1:35.882,4,10.96,1:37.668
