Liam McFARLANE POSITION,Liam McFARLANE LAP TIME,Liam McFARLANE ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME
1,6.60,6.60,2,6.80,6.80,3,7.01,7.01,4,7.16,7.16
1,8.83,15.43,2,8.65,15.45,3,8.79,15.80,4,8.81,15.97
2,8.63,24.06,1,8.55,24.00,3,8.48,24.28,4,16.26,32.23
2,8.68,32.74,1,8.73,32.73,3,8.60,32.88,4,23.25,55.48
1,8.89,41.627,2,8.97,41.698,3,8.87,41.743,4,13.99,1:09.461
