WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME
1,13.87,13.87,3,14.01,14.01,2,13.91,13.91,4,14.10,14.10
1,11.02,24.89,2,10.98,24.99,3,11.13,25.04,4,11.14,25.24
1,10.86,35.75,2,10.89,35.88,3,10.98,36.02,4,10.94,36.18
1,10.17,45.92,2,10.12,46.00,3,10.11,46.13,4,10.10,46.28
1,9.85,55.77,3,9.95,55.95,2,9.76,55.89,4,9.87,56.15
1,9.35,1:05.12,3,9.47,1:05.42,2,9.39,1:05.28,4,9.35,1:05.50
1,9.16,1:14.28,4,9.38,1:14.80,3,9.43,1:14.71,2,9.09,1:14.59
1,9.29,1:23.57,3,9.40,1:24.20,4,9.89,1:24.60,2,9.02,1:23.61
1,9.60,1:33.163,3,9.75,1:33.946,4,10.46,1:35.053,2,9.79,1:33.391
