Marina TRETIAKOVA POSITION,Marina TRETIAKOVA LAP TIME,Marina TRETIAKOVA ELAPSED TIME,Amelie GOULET-NADON POSITION,Amelie GOULET-NADON LAP TIME,Amelie GOULET-NADON ELAPSED TIME,Celine LECOMPERE POSITION,Celine LECOMPERE LAP TIME,Celine LECOMPERE ELAPSED TIME,Yuka KAMINO POSITION,Yuka KAMINO LAP TIME,Yuka KAMINO ELAPSED TIME
2,17.276,17.276,1,17.096,17.096,4,17.686,17.686,3,17.598,17.598
2,9.452,26.727,1,9.448,26.543,3,9.430,27.115,4,9.568,27.165
2,9.668,36.395,1,9.556,36.098,3,9.791,36.905,4,9.782,36.947
2,9.902,46.297,1,9.758,45.856,3,10.396,47.300,4,10.358,47.305
2,0.06,46.350,1,0.41,46.265,4,0.26,47.557,3,0.11,47.409
