START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
2,7.89,7.89,1,7.74,7.74,4,8.24,8.24,,,,,,,3,7.96,7.96,2016-2017,ISU World Short Track Championships 2017,1500m,m,Heats,5
2,10.66,18.55,3,10.93,18.67,6,10.79,19.03,1,,18.38,4,,18.70,5,10.79,18.75,2016-2017,ISU World Short Track Championships 2017,1500m,m,Heats,5
2,10.60,29.15,3,10.56,29.23,6,10.74,29.77,1,10.62,29.00,4,10.55,29.25,5,10.68,29.43,2016-2017,ISU World Short Track Championships 2017,1500m,m,Heats,5
3,10.61,39.76,2,10.51,39.74,6,10.52,40.29,1,10.52,39.52,4,10.55,39.80,5,10.53,39.96,2016-2017,ISU World Short Track Championships 2017,1500m,m,Heats,5
5,10.09,49.85,1,9.85,49.59,6,9.91,50.20,3,10.17,49.69,2,9.87,49.67,4,9.87,49.83,2016-2017,ISU World Short Track Championships 2017,1500m,m,Heats,5
2,9.74,59.59,1,9.86,59.45,6,9.88,1:00.08,2,9.90,59.59,4,10.00,59.67,5,9.92,59.75,2016-2017,ISU World Short Track Championships 2017,1500m,m,Heats,5
4,9.52,1:09.11,2,9.53,1:08.98,6,9.45,1:09.53,1,9.21,1:08.80,3,9.35,1:09.02,5,9.67,1:09.42,2016-2017,ISU World Short Track Championships 2017,1500m,m,Heats,5
4,9.36,1:18.47,2,9.32,1:18.30,6,9.37,1:18.90,1,9.38,1:18.18,3,9.34,1:18.36,5,9.36,1:18.78,2016-2017,ISU World Short Track Championships 2017,1500m,m,Heats,5
4,9.36,1:27.83,2,9.45,1:27.75,5,9.35,1:28.25,1,9.41,1:27.59,3,9.46,1:27.82,6,9.78,1:28.56,2016-2017,ISU World Short Track Championships 2017,1500m,m,Heats,5
3,9.59,1:37.42,2,9.50,1:37.25,5,9.58,1:37.83,1,9.61,1:37.20,4,9.62,1:37.44,6,9.82,1:38.38,2016-2017,ISU World Short Track Championships 2017,1500m,m,Heats,5
3,9.47,1:46.89,2,9.40,1:46.65,4,9.92,1:47.75,1,9.39,1:46.59,5,10.38,1:47.82,6,10.66,1:49.04,2016-2017,ISU World Short Track Championships 2017,1500m,m,Heats,5
3,9.65,1:56.54,2,9.50,1:56.15,4,10.32,1:58.07,1,9.48,1:56.07,5,10.58,1:58.40,6,11.00,2:00.04,2016-2017,ISU World Short Track Championships 2017,1500m,m,Heats,5
3,9.85,2:06.39,2,9.54,2:05.69,4,10.62,2:08.69,1,9.48,2:05.55,5,11.35,2:09.75,6,11.08,2:11.12,2016-2017,ISU World Short Track Championships 2017,1500m,m,Heats,5
3,10.45,2:16.84,2,9.61,2:15.30,4,11.11,2:19.80,1,9.65,2:15.20,5,11.87,2:21.62,6,10.78,2:21.90,2016-2017,ISU World Short Track Championships 2017,1500m,m,Heats,5
