MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Yuna KOIKE POSITION,Yuna KOIKE LAP TIME,Yuna KOIKE ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME
1,7.57,7.57,3,8.05,8.05,2,7.73,7.73
1,9.80,17.37,3,10.21,18.26,2,9.78,17.51
1,9.41,26.78,3,9.54,27.80,2,9.35,26.86
1,9.41,36.19,3,9.62,37.42,2,9.43,36.29
1,9.63,45.818,3,9.93,47.341,2,9.64,45.921
