van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,MAZUR Nicole POSITION,MAZUR Nicole LAP TIME,MAZUR Nicole ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
2,7.21,7.21,1,7.11,7.11,3,7.29,7.29,4,7.46,7.46,5,7.82,7.82
2,9.40,16.61,1,9.17,16.28,3,9.54,16.83,4,9.46,16.92,5,9.58,17.40
2,8.70,25.31,1,8.68,24.96,4,9.15,25.98,3,8.95,25.87,5,8.93,26.33
2,8.85,34.16,1,8.83,33.79,4,9.10,35.08,3,8.81,34.68,5,9.10,35.43
2,8.97,43.13,1,9.05,42.84,4,9.36,44.445,3,9.02,43.700,5,9.33,44.764
