START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
5,10.22,10.22,4,10.07,10.07,3,9.92,9.92,2,9.87,9.87,1,9.77,9.77,7,10.53,10.53,6,10.25,10.25,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,Quarterfinals,2
6,12.40,22.62,4,12.19,22.26,3,12.20,22.12,2,12.21,22.08,1,12.21,21.98,7,12.31,22.84,5,12.18,22.43,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,Quarterfinals,2
6,11.58,34.20,4,11.67,33.93,2,11.63,33.75,3,11.76,33.84,1,11.66,33.64,7,11.56,34.40,5,11.56,33.99,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,Quarterfinals,2
5,11.56,45.76,6,11.88,45.81,3,11.77,45.52,2,11.62,45.46,1,11.76,45.40,7,11.65,46.05,4,11.65,45.64,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,Quarterfinals,2
1,10.33,56.09,3,10.37,56.18,5,10.85,56.37,4,10.78,56.24,2,10.75,56.15,7,10.75,56.80,6,10.95,56.59,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,Quarterfinals,2
2,10.32,1:06.41,1,10.15,1:06.33,5,10.21,1:06.58,4,10.33,1:06.57,3,10.34,1:06.49,7,10.17,1:06.97,6,10.23,1:06.82,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,Quarterfinals,2
2,10.38,1:16.79,6,10.76,1:17.09,4,10.41,1:16.99,1,10.03,1:16.60,3,10.42,1:16.91,7,10.32,1:17.29,5,10.23,1:17.05,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,Quarterfinals,2
2,9.66,1:26.45,6,9.77,1:26.86,5,9.85,1:26.84,1,9.77,1:26.37,3,9.62,1:26.53,7,9.79,1:27.08,4,9.69,1:26.74,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,Quarterfinals,2
1,9.41,1:35.86,7,9.82,1:36.68,4,9.43,1:36.27,3,9.73,1:36.10,2,9.53,1:36.06,6,9.59,1:36.67,5,9.80,1:36.54,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,Quarterfinals,2
1,9.41,1:45.27,6,9.61,1:46.29,4,9.48,1:45.75,4,9.65,1:45.75,2,9.32,1:45.38,3,9.06,1:45.73,7,10.11,1:46.65,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,Quarterfinals,2
1,9.76,1:55.03,6,9.54,1:55.83,4,9.56,1:55.31,5,9.85,1:55.60,2,9.76,1:55.14,3,9.48,1:55.21,7,10.64,1:57.29,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,Quarterfinals,2
1,9.79,2:04.82,5,9.77,2:05.60,4,9.94,2:05.25,6,10.19,2:05.79,2,9.77,2:04.91,3,9.76,2:04.97,7,11.36,2:08.65,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,Quarterfinals,2
2,9.85,2:14.67,5,10.33,2:15.93,4,9.81,2:15.06,6,10.37,2:16.16,3,9.99,2:14.90,1,9.39,2:14.36,7,12.16,2:20.81,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,Quarterfinals,2
2,9.91,2:24.58,5,10.84,2:26.77,4,9.82,2:24.88,6,10.80,2:26.96,3,9.86,2:24.76,1,9.58,2:23.94,7,12.49,2:33.30,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,Quarterfinals,2
