MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,MAZUR Nicole POSITION,MAZUR Nicole LAP TIME,MAZUR Nicole ELAPSED TIME
1,7.22,7.22,4,7.54,7.54,2,7.35,7.35,3,7.44,7.44,5,7.56,7.56
1,9.36,16.58,4,9.58,17.12,2,9.32,16.67,3,9.51,16.95,5,9.71,17.27
1,8.78,25.36,4,8.71,25.83,2,8.82,25.49,3,8.65,25.60,5,8.77,26.04
1,8.87,34.23,4,8.71,34.54,2,8.83,34.32,3,8.84,34.44,5,8.80,34.84
1,9.10,43.33,4,9.11,43.652,2,9.12,43.44,3,9.10,43.540,5,9.10,43.941
