Andrej VALACH POSITION,Andrej VALACH LAP TIME,Andrej VALACH ELAPSED TIME,Ondrej SUCHY POSITION,Ondrej SUCHY LAP TIME,Ondrej SUCHY ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
4,7.35,7.35,3,7.06,7.06,1,6.44,6.44,2,7.04,7.04
4,9.56,16.91,2,9.28,16.35,1,9.06,15.50,3,9.34,16.38
4,8.59,25.51,3,9.11,25.46,1,8.63,24.14,2,7.89,24.28
4,9.66,35.17,3,9.58,35.04,1,9.06,33.21,2,10.00,34.29
4,9.45,44.613,3,9.53,44.561,1,9.47,42.672,2,9.16,43.450
