OH Se-Jong POSITION,OH Se-Jong LAP TIME,OH Se-Jong ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,GUO Wei POSITION,GUO Wei LAP TIME,GUO Wei ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
1,15.267,15.267,2,15.482,15.482,4,15.686,15.686,3,15.636,15.636
1,11.323,26.590,2,11.262,26.743,3,11.158,26.843,4,11.329,26.965
1,10.113,36.703,2,10.188,36.931,3,10.103,36.946,4,10.001,36.965
1,9.740,46.442,3,9.643,46.574,4,9.682,46.627,2,9.569,46.534
1,9.361,55.803,3,9.380,55.953,4,9.538,56.165,2,9.397,55.931
2,9.286,1:05.089,3,9.308,1:05.261,4,9.285,1:05.449,1,9.138,1:05.069
2,9.300,1:14.388,4,9.395,1:14.656,3,9.171,1:14.620,1,9.007,1:14.076
2,9.400,1:23.787,4,9.331,1:23.986,3,9.240,1:23.859,1,9.342,1:23.418
2,9.64,1:33.422,3,9.78,1:33.757,4,9.98,1:33.839,1,9.73,1:33.146
