HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,MARTINIC Ivan POSITION,MARTINIC Ivan LAP TIME,MARTINIC Ivan ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
4,14.65,,3,14.62,14.62,5,14.78,14.78,2,14.48,14.48,1,14.34,14.34
4,10.76,,5,10.94,25.56,2,10.39,25.17,3,10.79,25.27,1,10.80,25.14
4,9.70,,5,9.69,35.25,1,9.39,34.56,3,9.71,34.98,2,9.75,34.89
4,9.33,,5,9.37,44.62,1,9.41,43.97,3,9.35,44.33,2,9.34,44.23
4,9.22,,5,9.26,53.88,1,9.44,53.41,2,9.16,53.49,3,9.38,53.61
3,9.30,,5,9.43,1:03.31,4,9.88,1:03.29,1,9.22,1:02.71,2,9.23,1:02.84
3,8.97,,4,9.64,1:12.95,5,10.07,1:13.36,1,9.03,1:11.74,2,8.97,1:11.81
2,8.99,,4,9.90,1:22.85,5,10.33,1:23.69,1,9.17,1:20.91,3,9.14,1:20.95
5,33.87,,2,10.40,1:33.25,3,10.56,1:34.25,4,33.42,1:54.33,1,9.82,1:30.77
