Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Robbert-Kees BOER POSITION,Robbert-Kees BOER LAP TIME,Robbert-Kees BOER ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME
5,7.653,7.653,2,7.037,7.037,1,6.931,6.931,3,7.265,7.265,4,7.271,7.271
5,9.743,17.395,2,9.479,16.515,1,9.565,16.495,4,9.438,16.702,3,9.249,16.519
5,9.138,26.533,1,9.025,25.540,4,9.316,25.811,2,8.898,25.600,3,9.098,25.617
5,9.224,35.756,1,9.167,34.706,3,9.298,35.108,4,9.580,35.180,2,9.307,34.924
5,9.68,45.435,1,9.50,44.203,3,9.45,44.556,4,9.44,44.619,2,9.38,44.296
