Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME,WANG Wei POSITION,WANG Wei LAP TIME,WANG Wei ELAPSED TIME,JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME
2,14.621,14.621,3,14.729,14.729,1,14.609,14.609,4,14.861,14.861
1,10.310,24.930,3,10.569,25.298,2,10.363,24.971,4,10.540,25.401
2,10.562,35.492,3,10.254,35.552,1,10.299,35.270,4,10.356,35.756
4,11.400,46.892,2,10.591,46.143,1,10.637,45.907,3,10.452,46.207
3,9.338,56.229,2,9.974,56.116,1,10.129,56.035,4,10.339,56.546
3,9.711,1:05.940,1,9.684,1:05.800,2,9.852,1:05.887,4,10.348,1:06.894
1,9.984,1:15.924,3,10.809,1:16.608,2,10.101,1:15.987,4,10.773,1:17.667
3,10.215,1:26.138,2,9.521,1:26.129,1,9.934,1:25.920,4,11.059,1:28.725
3,10.20,1:36.329,2,10.13,1:36.259,1,10.20,1:36.113,4,11.29,1:40.013
