LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME
1,13.06,13.06,2,13.09,13.09,4,13.47,13.47,3,13.31,13.31,5,13.70,13.70
1,10.16,23.23,2,10.31,23.41,4,10.27,23.75,3,10.13,23.44,5,10.17,23.87
1,9.98,33.21,3,10.02,33.43,4,9.77,33.52,2,9.97,33.42,5,9.85,33.72
1,9.98,43.19,4,10.05,43.48,3,9.95,43.47,2,9.97,43.39,5,9.92,43.64
1,9.81,53.00,4,10.03,53.52,3,9.81,53.28,2,9.82,53.22,5,10.03,53.68
1,9.83,1:02.84,4,9.53,1:03.06,3,9.70,1:02.99,2,9.71,1:02.93,5,9.88,1:03.57
4,9.86,1:12.70,2,9.59,1:12.65,3,9.67,1:12.66,1,9.69,1:12.62,5,10.38,1:13.95
2,9.58,1:22.29,4,9.67,1:22.33,1,9.31,1:21.97,3,9.67,1:22.30,5,10.95,1:24.91
2,9.69,1:31.976,4,10.01,1:32.332,1,9.72,1:31.681,3,9.87,1:32.165,5,10.95,1:35.853
