GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,LIU Heinrich POSITION,LIU Heinrich LAP TIME,LIU Heinrich ELAPSED TIME
1,17.08,17.08,3,17.40,17.40,2,17.27,17.27,4,17.55,17.55
1,13.97,31.05,3,13.94,31.34,2,13.97,31.24,4,13.93,31.48
1,12.81,43.86,3,12.80,44.14,2,12.78,44.02,4,12.77,44.25
1,11.07,54.93,3,11.05,55.19,2,11.05,55.07,4,11.04,55.29
1,10.10,1:05.03,3,10.02,1:05.21,2,10.05,1:05.12,4,10.05,1:05.34
1,9.43,1:14.46,3,9.53,1:14.74,2,9.48,1:14.60,4,9.73,1:15.07
1,9.33,1:23.79,3,9.32,1:24.06,2,9.31,1:23.91,4,9.53,1:24.60
2,9.36,1:33.15,3,9.31,1:33.37,1,8.94,1:32.85,4,9.89,1:34.49
2,9.27,1:42.426,3,9.45,1:42.823,1,9.11,1:41.964,4,10.11,1:44.607
