EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME,SARAULT Courtney Lee POSITION,SARAULT Courtney Lee LAP TIME,SARAULT Courtney Lee ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,SONG Yang POSITION,SONG Yang LAP TIME,SONG Yang ELAPSED TIME
1,7.23,7.23,3,7.48,,5,7.78,7.78,2,7.37,7.37,4,7.73,7.73
1,9.29,16.52,3,9.34,,5,9.67,17.45,2,9.24,16.61,4,9.54,17.27
1,8.89,25.41,3,8.74,,5,8.87,26.32,2,8.87,25.48,4,8.92,26.19
1,9.05,34.46,2,9.02,,5,9.12,35.44,3,9.13,34.61,4,8.97,35.16
1,9.20,43.66,2,9.17,,4,9.16,44.602,3,9.16,43.77,3,9.30,44.463
