Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME
1,6.46,6.46,2,6.85,6.85,3,7.07,7.07
1,8.89,15.35,2,8.83,15.68,3,8.71,15.78
1,8.31,23.66,2,8.46,24.14,3,8.44,24.22
1,8.57,32.23,3,8.41,32.55,2,8.32,32.54
1,9.03,41.258,2,8.87,41.415,3,9.17,41.709
