DJORDJEVIC Jovan POSITION,DJORDJEVIC Jovan LAP TIME,DJORDJEVIC Jovan ELAPSED TIME,Brandon KIM POSITION,Brandon KIM LAP TIME,Brandon KIM ELAPSED TIME,RAJEEV Niranjan POSITION,RAJEEV Niranjan LAP TIME,RAJEEV Niranjan ELAPSED TIME,Aleksandr ZHERMANOV POSITION,Aleksandr ZHERMANOV LAP TIME,Aleksandr ZHERMANOV ELAPSED TIME,DEWAGTERE Adriaan POSITION,DEWAGTERE Adriaan LAP TIME,DEWAGTERE Adriaan ELAPSED TIME
2,7.14,7.14,1,6.74,6.74,5,7.86,7.86,3,7.32,7.32,4,7.40,7.40
2,9.10,16.24,1,8.73,15.47,5,10.27,18.13,3,9.16,16.48,4,9.48,16.88
2,8.83,25.07,1,8.55,24.02,5,9.90,28.03,3,8.78,25.26,4,8.55,25.43
2,9.00,34.07,1,8.64,32.66,5,10.24,38.27,3,8.89,34.15,4,8.80,34.23
2,9.10,43.17,1,8.78,41.44,5,10.64,48.91,3,9.18,43.33,4,9.17,43.40
