Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Sebastian CANO POSITION,Sebastian CANO LAP TIME,Sebastian CANO ELAPSED TIME
1,6.74,6.74,2,6.84,6.84,3,7.02,7.02,5,7.43,7.43,4,7.23,7.23
1,9.02,15.76,2,8.94,15.78,3,8.91,15.93,5,8.93,16.36,4,9.05,16.28
3,8.76,24.52,1,8.41,24.19,2,8.43,24.36,4,8.32,24.68,5,8.68,24.96
4,8.74,33.26,1,8.53,32.72,3,8.69,33.05,2,8.35,33.03,5,8.81,33.77
3,9.51,42.778,1,8.66,41.38,5,30.06,1:03.115,2,8.91,41.94,4,9.22,42.992
