Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME
1,7.09,7.09,3,7.46,,2,7.24,7.24,5,7.76,7.76,4,7.57,7.57
1,9.21,16.30,4,9.54,,2,9.31,16.55,5,9.47,17.23,3,9.40,16.97
1,8.70,25.00,3,8.90,,2,8.91,25.46,5,8.87,26.10,4,9.03,26.00
1,8.83,33.83,3,8.85,,2,9.09,34.55,5,8.86,34.96,4,8.94,34.94
1,9.09,42.92,4,9.30,,3,9.42,43.976,4,9.35,44.318,2,8.98,43.92
