David DANNEEL POSITION,David DANNEEL LAP TIME,David DANNEEL ELAPSED TIME,Jason CLAGUE POSITION,Jason CLAGUE LAP TIME,Jason CLAGUE ELAPSED TIME,HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME,Marco Fritz SCHUMANN POSITION,Marco Fritz SCHUMANN LAP TIME,Marco Fritz SCHUMANN ELAPSED TIME
1,12.38,12.38,3,12.64,12.64,2,12.50,12.50,4,12.80,12.80
1,9.59,21.97,3,9.59,22.23,2,9.59,22.09,4,9.54,22.34
1,9.56,31.53,3,9.54,31.77,2,9.57,31.66,4,9.61,31.95
1,9.69,41.22,3,9.65,41.42,2,9.65,41.31,4,9.55,41.50
1,9.68,50.90,3,9.71,51.13,2,9.71,51.02,4,9.70,51.20
1,10.04,1:00.94,1,9.81,1:00.94,3,9.98,1:01.00,4,9.93,1:01.13
4,10.27,1:11.21,1,9.42,1:10.36,3,9.71,1:10.71,2,9.57,1:10.70
4,10.50,1:21.71,1,9.62,1:19.98,3,9.89,1:20.60,2,9.59,1:20.29
4,10.54,1:32.25,2,9.90,1:29.88,3,10.10,1:30.70,1,9.50,1:29.79
