Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME
2,13.55,13.55,1,13.48,13.48,3,13.67,13.67,4,13.87,13.87
2,10.61,24.16,1,10.63,24.11,3,10.61,24.28,4,10.55,24.42
2,10.24,34.40,1,10.20,34.31,3,10.22,34.50,4,10.21,34.63
2,9.79,44.19,1,9.83,44.14,3,9.80,44.30,4,9.77,44.40
2,9.83,54.02,1,9.78,53.92,3,9.84,54.14,4,9.83,54.23
2,9.60,1:03.62,1,9.68,1:03.60,3,9.65,1:03.79,4,9.60,1:03.83
3,10.08,1:13.70,1,9.68,1:13.28,4,10.04,1:13.83,2,9.48,1:13.31
3,10.30,1:24.00,2,10.05,1:23.33,4,10.43,1:24.26,1,9.89,1:23.20
3,11.08,1:35.082,2,10.49,1:33.82,4,11.28,1:35.543,1,9.77,1:32.97
