LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME
2,6.94,6.94,1,6.89,6.89,3,7.14,7.14,4,7.35,7.35
2,9.21,16.15,1,9.17,16.06,3,9.06,16.21,4,9.03,16.39
3,8.70,24.86,1,8.74,24.80,2,8.62,24.83,4,8.67,25.07
2,8.92,33.78,1,8.82,33.63,3,8.94,33.78,4,8.95,34.02
1,9.90,42.780,3,9.25,42.872,2,9.05,42.825,4,9.10,43.112
