Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,Dariya VOLOKITINA POSITION,Dariya VOLOKITINA LAP TIME,Dariya VOLOKITINA ELAPSED TIME,Veronika DENES POSITION,Veronika DENES LAP TIME,Veronika DENES ELAPSED TIME
1,14.258,14.258,2,14.319,14.319,4,14.670,14.670,3,14.582,14.582
1,11.065,25.322,2,11.247,25.566,3,10.965,25.634,4,11.115,25.697
1,10.643,35.966,4,10.686,36.253,3,10.554,36.188,2,10.438,36.135
1,10.403,46.369,4,10.877,47.130,2,10.532,46.720,3,10.740,46.875
1,10.386,56.755,4,10.611,57.741,3,10.600,57.319,2,10.145,57.020
1,10.441,1:07.195,3,10.657,1:08.397,4,11.089,1:08.408,2,10.555,1:07.574
1,10.467,1:17.662,3,10.818,1:19.215,4,11.197,1:19.606,2,10.543,1:18.117
1,10.555,1:28.218,3,11.422,1:30.637,4,11.741,1:31.346,2,10.814,1:28.931
1,11.045,1:39.263,3,11.819,1:42.456,4,12.062,1:43.408,2,11.400,1:40.331
