TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Luca SPECHENHAUSER POSITION,Luca SPECHENHAUSER LAP TIME,Luca SPECHENHAUSER ELAPSED TIME
1,12.91,12.91,5,13.32,13.32,4,13.20,13.20,3,13.12,13.12,2,13.00,13.00
3,10.26,23.17,1,9.77,23.09,2,9.93,23.13,4,10.17,23.29,5,10.39,23.39
3,9.46,32.63,1,9.25,32.34,2,9.42,32.55,5,9.58,32.87,4,9.34,32.73
3,9.45,42.08,1,9.52,41.86,2,9.46,42.01,5,9.38,42.25,4,9.44,42.17
3,9.35,51.43,1,9.38,51.24,2,9.35,51.36,4,9.29,51.54,5,9.51,51.68
3,9.31,1:00.74,1,9.28,1:00.52,2,9.29,1:00.65,4,9.29,1:00.83,5,9.27,1:00.95
3,9.06,1:09.80,1,9.04,1:09.56,2,9.07,1:09.72,4,9.07,1:09.90,5,9.10,1:10.05
3,8.93,1:18.73,1,8.92,1:18.48,2,8.96,1:18.68,4,9.01,1:18.91,5,8.93,1:18.98
3,8.85,1:27.582,1,9.00,1:27.48,2,8.85,1:27.53,5,8.98,1:27.893,4,8.89,1:27.875
