Olga LOPATKINA POSITION,Olga LOPATKINA LAP TIME,Olga LOPATKINA ELAPSED TIME,CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME,Chikage TANAKA POSITION,Chikage TANAKA LAP TIME,Chikage TANAKA ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME
4,14.497,14.497,1,14.140,14.140,3,14.262,14.262,2,14.214,14.214
3,11.460,25.957,2,11.770,25.909,1,11.496,25.758,4,11.770,25.983
2,10.794,36.750,4,10.975,36.884,1,10.487,36.244,3,10.773,36.756
4,10.898,47.648,3,10.422,47.306,1,10.027,46.271,2,10.316,47.071
4,10.063,57.710,3,10.046,57.351,1,10.919,57.189,2,10.144,57.215
4,10.146,1:07.856,3,10.234,1:07.585,1,9.917,1:07.106,2,10.267,1:07.482
4,10.183,1:18.038,2,9.951,1:17.536,1,10.036,1:17.141,3,10.138,1:17.620
4,10.292,1:28.330,2,9.931,1:27.466,1,10.054,1:27.195,3,10.107,1:27.726
4,11.16,1:39.483,1,10.30,1:37.757,3,10.75,1:37.944,2,10.21,1:37.929
