VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,TIKHONOVA Olga POSITION,TIKHONOVA Olga LAP TIME,TIKHONOVA Olga ELAPSED TIME,IZAFATAVA Hanna POSITION,IZAFATAVA Hanna LAP TIME,IZAFATAVA Hanna ELAPSED TIME,IVANDIC Maja POSITION,IVANDIC Maja LAP TIME,IVANDIC Maja ELAPSED TIME,Tineke den DULK POSITION,Tineke den DULK LAP TIME,Tineke den DULK ELAPSED TIME
1,7.58,7.58,5,8.45,8.45,2,7.69,7.69,4,8.26,8.26,3,7.80,7.80
1,9.63,17.21,4,10.14,18.59,2,9.67,17.36,5,10.36,18.62,3,9.59,17.39
1,9.05,26.26,4,9.40,27.99,3,9.56,26.92,5,9.98,28.60,2,9.23,26.62
1,9.15,35.41,4,9.54,37.53,3,9.72,36.64,5,10.09,38.69,2,9.09,35.71
0,9.48,44.89,4,9.52,47.056,3,10.10,46.746,5,10.39,49.082,0,9.20,44.91
