WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME
4,7.69,7.69,1,7.33,7.33,2,7.47,7.47,3,7.54,7.54
4,9.78,17.47,1,9.56,16.89,2,9.50,16.97,3,9.68,17.22
4,9.24,26.71,1,9.06,25.95,2,9.06,26.03,3,9.19,26.41
4,9.31,36.02,1,9.18,35.13,2,9.21,35.24,3,9.29,35.70
4,9.55,45.570,1,9.46,44.585,2,9.45,44.682,3,9.48,45.172
