Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME
1,6.91,6.91,2,7.01,7.01,4,7.38,7.38,3,7.20,7.20
1,8.87,15.78,2,8.88,15.89,4,8.86,16.24,3,8.88,16.08
1,8.34,24.12,2,8.29,24.18,4,8.35,24.59,3,8.39,24.47
1,8.37,32.49,2,8.40,32.58,4,8.43,33.02,3,8.47,32.94
1,8.74,41.23,2,8.71,41.29,4,8.89,41.890,3,8.79,41.719
