FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME
1,7.18,7.18,3,7.46,7.46,2,7.33,7.33,4,7.57,7.57
1,9.21,16.39,3,9.23,16.69,2,9.15,16.48,4,9.47,17.04
1,8.74,25.13,3,8.69,25.38,2,8.77,25.25,4,9.15,26.19
1,8.96,34.09,3,8.95,34.33,2,8.91,34.16,4,9.16,35.35
1,9.20,43.288,4,26.65,1:00.971,2,9.25,43.402,3,9.36,44.709
