Liam McFARLANE POSITION,Liam McFARLANE LAP TIME,Liam McFARLANE ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Ryan BEDFORD POSITION,Ryan BEDFORD LAP TIME,Ryan BEDFORD ELAPSED TIME,Jan-Ebele van der REE POSITION,Jan-Ebele van der REE LAP TIME,Jan-Ebele van der REE ELAPSED TIME
1,6.57,6.57,3,7.10,7.10,2,6.94,6.94,4,7.27,7.27
1,8.77,15.34,3,8.91,16.01,2,8.98,15.92,4,8.95,16.22
1,8.63,23.97,3,8.52,24.53,2,8.49,24.41,4,8.57,24.79
1,8.91,32.88,3,8.55,33.08,2,8.57,32.98,4,8.72,33.51
1,8.98,41.855,3,8.88,41.952,2,8.91,41.887,4,9.04,42.550
