Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,LI Xuan POSITION,LI Xuan LAP TIME,LI Xuan ELAPSED TIME,ZHANG Yuting POSITION,ZHANG Yuting LAP TIME,ZHANG Yuting ELAPSED TIME,SZILICZEI-NEMET Rebeka POSITION,SZILICZEI-NEMET Rebeka LAP TIME,SZILICZEI-NEMET Rebeka ELAPSED TIME
3,14.35,14.35,2,14.26,14.26,1,14.14,14.14,4,14.44,14.44
3,11.13,25.48,2,11.10,25.36,1,11.10,25.24,4,11.16,25.60
3,10.97,36.45,2,10.95,36.31,1,10.97,36.21,4,10.93,36.53
3,11.10,47.55,2,11.12,47.43,1,11.13,47.34,4,11.11,47.64
3,10.34,57.89,2,10.27,57.70,1,10.27,57.61,4,10.28,57.92
3,9.27,1:07.16,2,9.32,1:07.02,1,9.34,1:06.95,4,9.36,1:07.28
3,9.14,1:16.30,2,9.21,1:16.23,1,9.19,1:16.14,4,9.28,1:16.56
3,9.28,1:25.58,2,9.26,1:25.49,1,9.28,1:25.42,4,9.46,1:26.02
3,9.57,1:35.131,2,9.48,1:34.959,1,9.44,1:34.853,4,9.85,1:35.855
