DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,Melle van 'T WOUT POSITION,Melle van 'T WOUT LAP TIME,Melle van 'T WOUT ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,Andras SZIKLASI POSITION,Andras SZIKLASI LAP TIME,Andras SZIKLASI ELAPSED TIME,Skyler KAH POSITION,Skyler KAH LAP TIME,Skyler KAH ELAPSED TIME
1,6.58,6.58,2,6.99,6.99,3,7.11,7.11,4,7.21,7.21,5,7.34,7.34
1,8.73,15.31,2,8.77,15.76,3,8.87,15.98,4,8.89,16.10,5,9.06,16.40
1,8.29,23.60,2,8.20,23.96,3,8.32,24.30,4,8.31,24.41,5,8.52,24.92
1,8.38,31.98,2,8.35,32.31,3,8.36,32.66,4,8.36,32.77,5,8.61,33.53
1,8.56,40.54,2,8.58,40.89,3,8.47,41.13,4,8.47,41.24,5,8.81,42.34
