Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME
1,7.25,7.25,2,7.50,7.50,4,7.70,7.70,3,7.57,7.57,5,7.90,7.90
1,9.40,16.65,2,9.36,16.86,4,9.72,17.42,3,9.72,17.29,5,9.73,17.63
1,8.97,25.62,2,9.11,25.97,4,9.24,26.66,3,9.36,26.65,5,9.29,26.92
1,9.17,34.79,2,9.34,35.31,3,9.49,36.15,4,9.58,36.23,5,9.46,36.38
1,9.40,44.187,2,9.73,45.040,3,9.68,45.829,4,9.65,45.875,5,9.70,46.078
