CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME
1,13.17,13.17,3,13.43,13.43,2,13.30,13.30,4,13.54,13.54
1,10.57,23.74,3,10.60,24.03,2,10.60,23.90,4,10.63,24.17
1,9.98,33.72,3,9.93,33.96,2,9.88,33.78,4,9.90,34.07
1,10.10,43.82,3,10.06,44.02,2,10.08,43.86,4,10.12,44.19
1,9.85,53.67,3,9.88,53.90,2,9.86,53.72,4,9.86,54.05
3,9.53,1:03.20,2,9.30,1:03.20,1,9.35,1:03.07,4,9.39,1:03.44
1,9.42,1:12.62,3,9.62,1:12.82,2,9.61,1:12.68,4,9.54,1:12.98
1,9.59,1:22.21,3,9.61,1:22.43,2,9.58,1:22.26,4,9.61,1:22.59
1,9.68,1:31.888,3,9.66,1:32.083,2,9.70,1:31.959,4,9.72,1:32.304
