Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME
1,6.82,6.82,3,7.25,7.25,2,6.95,6.95,4,7.64,7.64
1,8.97,15.79,3,9.46,16.71,2,8.97,15.92,4,9.73,17.37
1,8.58,24.37,3,9.09,25.80,2,8.60,24.52,4,9.31,26.68
1,8.68,33.05,3,9.17,34.97,2,8.90,33.42,4,9.29,35.97
1,8.89,41.936,3,9.45,44.411,2,9.37,42.782,4,9.43,45.393
