Marton TAMUS POSITION,Marton TAMUS LAP TIME,Marton TAMUS ELAPSED TIME,Benoit ANTERIEUX POSITION,Benoit ANTERIEUX LAP TIME,Benoit ANTERIEUX ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME
0,7.109,7.109,0,6.601,6.601,0,6.664,6.664
0,9.410,16.519,0,9.287,15.888,0,9.831,16.495
0,8.997,25.516,0,8.903,24.791,0,8.891,25.386
0,8.985,34.501,0,9.087,33.878,0,9.023,34.408
0,9.413,43.914,0,9.623,43.501,0,,
