Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Debora SECCHI POSITION,Debora SECCHI LAP TIME,Debora SECCHI ELAPSED TIME
1,14.57,14.57,0,,,3,14.83,14.83,2,14.75,14.75
2,10.84,25.42,0,,,3,10.65,25.48,1,10.51,25.27
2,10.51,35.93,0,,,3,10.46,35.95,1,10.46,35.73
2,10.36,46.29,0,,,3,10.39,46.34,1,10.37,46.11
2,10.49,56.79,0,,,3,10.46,56.80,1,10.48,56.60
3,10.44,1:07.23,0,,,2,10.41,1:07.21,1,10.50,1:07.10
1,9.97,1:17.20,0,,,2,10.46,1:17.68,3,10.59,1:17.69
1,9.87,1:27.07,0,,,2,9.56,1:27.24,3,10.76,1:28.45
1,9.78,1:36.842,0,,DNS,2,9.81,1:37.042,3,10.90,1:39.344
