XIAO Han POSITION,XIAO Han LAP TIME,XIAO Han ELAPSED TIME,CHEON Hee Jung POSITION,CHEON Hee Jung LAP TIME,CHEON Hee Jung ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
1,7.75,7.75,3,7.96,7.96,2,7.86,7.86,4,7.96,7.96
1,9.76,17.51,4,9.87,17.83,2,9.75,17.61,3,9.78,17.74
1,9.25,26.76,4,9.23,27.06,2,9.22,26.83,3,9.24,26.98
1,9.46,36.22,3,9.40,36.46,2,9.59,36.42,4,9.66,36.64
1,9.41,45.630,0,,PEN,3,52.79,1:29.205,2,9.85,46.490
