Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Serdar ILTIR POSITION,Serdar ILTIR LAP TIME,Serdar ILTIR ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME
2,7.15,7.15,3,7.26,7.26,4,7.65,7.65,1,6.86,6.86
2,9.17,16.32,3,9.20,16.46,4,9.73,17.38,1,9.16,16.02
2,8.73,25.05,3,8.71,25.17,4,9.46,26.84,1,8.87,24.89
2,8.92,33.97,3,8.89,34.06,4,9.88,36.72,1,8.99,33.88
1,9.10,43.063,3,9.11,43.163,4,10.12,46.840,2,9.27,43.147
