Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Jakov DOMITREK POSITION,Jakov DOMITREK LAP TIME,Jakov DOMITREK ELAPSED TIME
3,7.18,7.18,1,6.74,6.74,2,6.85,6.85,4,7.29,7.29
3,9.09,16.27,1,8.72,15.46,2,8.72,15.57,4,9.50,16.79
3,8.65,24.92,1,8.33,23.79,2,8.34,23.91,4,9.33,26.12
3,8.86,33.78,1,8.47,32.26,2,8.43,32.34,4,9.42,35.54
3,9.09,42.865,1,8.64,40.895,2,8.63,40.962,4,9.58,45.115
